epoch,lr,train_loss,train_velocity_loss,train_residual_loss,train_gate_mean,val_loss,val_velocity_loss,val_residual_loss,val_gate_mean
1,0.001,1.5972178397225398,1.3145471647673963,1.3780222757189882,0.706621004670274,1.3991537007968873,1.156820449361112,1.1741535561159253,0.7502560257911682
2,0.001,1.4197376528206993,1.168359599277085,1.215151365481171,0.8347775416046965,1.395923038944602,1.1447647717315703,1.217007416859269,0.7756789207458497
3,0.001,1.372585769961862,1.1332023132081126,1.1555737242394803,0.8268712788235908,1.3621816644910723,1.1205813026201212,1.169234912795946,0.7753412961959839
4,0.001,1.303732152809115,1.0768893835883515,1.0919189701477687,0.8458970557240879,1.3686061384156347,1.1221987144555896,1.1891583486460149,0.8575740486383439
5,0.001,1.2475224096401065,1.0331853815153533,1.0281936573047263,0.8698291463010451,1.3539862427860498,1.106667978898622,1.1948411823716014,0.8350042700767517
6,0.001,1.1886681931860306,0.9860723281607908,0.970116053726159,0.8572653923548904,1.3063633039128035,1.0798063057882246,1.0928163009230047,0.7993743300437928
7,0.001,1.1092506438201548,0.9205620582489407,0.9014178420983109,0.8405017981342241,1.2257795135956258,1.0166176450817148,1.0080164303537458,0.7558585405349731
8,0.001,1.0524431084300958,0.872997473267948,0.8563720607290081,0.817122058541167,1.1979292555944994,0.9898046735113895,1.001927293348126,0.7739115491509437
9,0.001,1.0239918553361707,0.8519946216952567,0.8190513028233659,0.8186966706724728,1.1426385408267379,0.9449617687612772,0.9498837433755398,0.7700013682246208
10,0.001,0.9898037752684425,0.8224145185713675,0.7966296161506691,0.8063332794928083,1.2027122967876493,0.9951646210392937,1.0008330027572812,0.7381087332963944
11,0.001,0.968613451018053,0.8093561030486051,0.7561232412562651,0.8032697059360205,1.1169980619102717,0.9223690939601511,0.936171087063849,0.7394752338528633
12,0.001,0.9552800339810988,0.7996271971394034,0.7378252239203921,0.8087785869252448,1.137701312196441,0.9344476848840714,0.9778039855882525,0.7692820936441421
13,0.001,0.9258914683379379,0.776668846022849,0.7061095456866657,0.8000721101667366,1.1105585949495436,0.908923975424841,0.9691629361128434,0.7802015289664268
14,0.001,0.9221256772677103,0.7719733525140613,0.710566737780384,0.8038978635096082,1.0761077142786235,0.891834746277891,0.8833912593545392,0.759471146762371
15,0.001,0.9166463528778038,0.7697282103346843,0.69476938773604,0.7964259444498548,1.1488496373407542,0.9322430704021827,1.0443644892890007,0.7733650833368302
16,0.001,0.8898001915099574,0.7469827313633526,0.6736157019348705,0.8094316323598226,1.1602512961486355,0.9346351469139336,1.0885794390109367,0.7900272026658058
17,0.001,0.8783078219960717,0.7376812664317149,0.6631532293908736,0.7995907471460455,1.1547934362664818,0.933467993652448,1.0680534232873469,0.7714754417538643
18,0.001,0.8653862204621819,0.7298579338718864,0.6377436062868904,0.7979563579839819,1.1332581283524632,0.9254104488180019,1.0005215710261837,0.7743365108966828
19,0.001,0.8615807572416231,0.7234534811155469,0.6509630498932857,0.79346611160858,1.1086872652173043,0.9066457371343859,0.9718048723647371,0.7680549204349518
20,0.0005,0.8364833526897664,0.7069076851886862,0.6082594553921737,0.7923776665154625,1.1469491603551432,0.923207243232173,1.0814957535418217,0.7442767083644867
21,0.0005,0.8326661762069253,0.7073353341981476,0.5875717199900571,0.781649286256117,1.151776476809755,0.9223921614466235,1.1082655225298368,0.7731230422854424
22,0.0005,0.808249300309256,0.6878490372031343,0.5625229854794109,0.7895666226452472,1.135104051232338,0.914134833868593,1.065892960317433,0.7790615499019623
23,0.0005,0.8009106315234128,0.680326050695251,0.5635089773465606,0.7882785902303808,1.1198242253623902,0.9124527729116381,0.9982839018106461,0.7714669302105903
24,0.0005,0.7998800692605037,0.6811684001894558,0.5542057764296439,0.7870511681425805,1.155569738848135,0.923107948107645,1.1234986023511737,0.7762051671743393
25,0.0005,0.7778479740315792,0.6643770585457484,0.5278710693705315,0.7896701272796182,1.1379458199720829,0.9138580830069258,1.080807617213577,0.7926229342818261
26,0.00025,0.785728421865725,0.6698903286573934,0.5398650166450762,0.7865089107962215,1.1584939608350395,0.9375254933489486,1.066106177214533,0.7747200772166252
27,0.00025,0.7668965455948138,0.6566755663530499,0.5115145365981495,0.7918071057282242,1.1463045876473188,0.9173653750913218,1.105468269996345,0.7845571219921113
28,0.00025,0.7651246125791588,0.6564737190218533,0.5037572176433077,0.7899451150613672,1.1641665497794746,0.9282625672640279,1.140621335618198,0.777968068420887
29,0.00025,0.7583180397164588,0.6504920994242033,0.4999870989544719,0.7828516954300451,1.1416558184660972,0.9162707945331932,1.0876700877211989,0.7851007968187332
