run_name,terrain_name,maneuver_name,n_samples,odom_traj_rmse_m,corrected_traj_rmse_m,traj_rmse_improvement_percent,traj_rmse_delta_m,traj_improved,odom_final_error_m,corrected_final_error_m,final_error_improvement_percent,final_error_delta_m,cnn_final_minus_odom_final_m,final_position_improved,odom_max_position_error_m,corrected_max_position_error_m,max_position_error_improvement_percent,max_position_error_delta_m,max_position_improved,odom_final_yaw_error_deg,corrected_final_yaw_error_deg,final_yaw_error_improvement_deg,final_yaw_error_improvement_percent,mean_gate_vx,mean_gate_vy,mean_applied_alpha_vx,mean_applied_alpha_vy
concrete_concrete_circle,other,circle,1712,0.38516591128488925,0.1618841990033481,57.970268328442515,0.22328171228154114,True,0.38006436187678694,0.1626330627264973,57.20907324133134,0.21743129915028964,-0.21743129915028964,True,0.5688933306286194,0.21327524833279926,62.510502962456414,0.3556180822958201,True,8.824561483886287,2.2945883726992644,6.529973111187022,73.99770655018723,0.6963698267936707,0.8380083441734314,0.6267328262329102,0.7542074918746948
rubber_rubber_circle,other,circle,1651,0.36582422052069935,0.18367524160800125,49.791393979719174,0.1821489789126981,True,0.43811332436335837,0.18175283517979235,58.514652471730834,0.256360489183566,-0.256360489183566,True,0.5285190668076357,0.25504056059677616,51.744302786033096,0.27347850621085956,True,12.608569997216607,2.7382954867958365,9.87027451042077,78.28226763700938,0.699652910232544,0.8394680023193359,0.6296876072883606,0.7555211782455444
concrete_concrete_long_s_turn,other,s_turn,899,0.523772393725831,0.20889456115127475,60.11730216147651,0.3148778325745562,True,0.7532323705135056,0.2345552072046644,68.8601796222911,0.5186771633088412,-0.5186771633088412,True,0.7559813100592242,0.24237995442956717,67.93836683468022,0.513601355629657,True,2.5077180924973557,4.345212483472207,-1.8374943909748516,-73.27356278492013,0.7368552684783936,0.8288373351097107,0.6631696224212646,0.7459536194801331
rubber_rubber_s_turn,other,s_turn,635,0.41109316278107094,0.2254252864420707,45.16442819991105,0.18566787633900025,True,0.567403488939943,0.23877131855963277,57.91860233258002,0.32863217038031023,-0.32863217038031023,True,0.5718144849811941,0.2577034254311967,54.932336937971755,0.31411105954999746,True,4.477177536716958,4.431601782249841,0.04557575446711759,1.0179572753895652,0.6935226917266846,0.8012384176254272,0.6241703629493713,0.721114456653595
concrete_concrete_sideways_square,other,sideways_square,1033,0.23439117070553478,0.2106650572490439,10.122443343353552,0.023726113456490866,True,0.11055058316879658,0.20347738166880525,-84.05817123381551,-0.09292679850000866,0.09292679850000866,False,0.31846707535248386,0.28638061953079486,10.075281969470554,0.03208645582168901,True,1.9875421190693103,11.428351116090521,-9.440808997021211,-474.99919153622665,0.699766218662262,0.7731131315231323,0.6297895908355713,0.6958017349243164
slippery_slippery_m,slippery,m_path,1064,0.5492904080513795,0.2478878618331856,54.87125604239595,0.30140254621819396,True,0.818073540769271,0.41142686574781473,49.707838569020126,0.40664667502145624,-0.40664667502145624,True,0.9097679611998813,0.4138607973870615,54.50919189974268,0.49590716381281985,True,0.6534951358006655,8.0728755456095,-7.419380409808835,-1135.3382761936816,0.9249467253684998,0.9587835669517517,0.8324519395828247,0.8629051446914673
misc_concrete_slippery_rectangle,slippery,rectangle,1068,0.3977554698031375,0.35013341446420426,11.972696531993128,0.04762205533893321,True,0.0326402975715966,0.14944305889158063,-357.8483347579071,-0.11680276131998403,0.11680276131998403,False,0.7138098183416122,0.5758641199441715,19.325273322511677,0.13794569839744064,True,12.087384882684683,15.237186471111226,-3.149801588426543,-26.058586029958143,0.7376589179039001,0.8016912341117859,0.6638929843902588,0.7215221524238586
slippery_slippery_s_turn,slippery,s_turn,602,0.39715426523819397,0.35026455819412666,11.806421622073005,0.04688970704406731,True,0.5461335625668549,0.5663581276469747,-3.7032269148710375,-0.020224565080119827,0.020224565080119827,False,0.9275392557235785,0.6420026189872917,30.78431828888343,0.2855366367362868,True,9.354489979270413,11.450538490153313,-2.0960485108829,-22.406871091077676,0.934005081653595,0.960887610912323,0.8406046032905579,0.8647988438606262
slippery_slippery_sideways_square,slippery,sideways_square,1258,0.22079625651559043,0.22612145455074045,-2.4118153628089307,-0.005325198035150025,False,0.33476797832376876,0.14802452817792966,55.78294885935337,0.1867434501458391,-0.1867434501458391,True,0.516317534483844,0.39181771505945334,24.113033377580624,0.12449981942439065,True,1.3117007364546114,14.418794386483585,-13.107093650028974,-999.2442091216678,0.6450486779212952,0.8742567896842957,0.5805438160896301,0.7868310809135437
slippery_slippery_square,slippery,square,1253,0.623976987384523,0.7586553352871861,-21.583864569618843,-0.1346783479026631,False,0.6530595101385032,0.9941167864120839,-52.22453252403415,-0.34105727627358073,0.34105727627358073,False,1.4302613350676274,1.1508456955610884,19.535984973915784,0.279415639506539,True,6.474694428713266,17.193601859367874,-10.718907430654607,-165.55078465355166,0.9313984513282776,0.9555257558822632,0.838258683681488,0.8599732518196106
watery_watery_m,watery,m_path,1087,0.35620693761270605,0.28707017230826865,19.409157431854375,0.06913676530443741,True,0.3879465252677362,0.4153714181082375,-7.069245644505872,-0.027424892840501314,0.027424892840501314,False,0.6777062202028893,0.4344491706677212,35.894173947871195,0.24325704953516808,True,11.850479726454425,10.22441542722259,1.6260642992318353,13.721506105798314,0.7025055885314941,0.8066893815994263,0.6322550177574158,0.7260204553604126
whiteboard_white_board_s_turn,whiteboard,s_turn,688,0.39492031813020184,0.1600515966360996,59.472432972331404,0.23486872149410223,True,0.573274844807004,0.17295308380005772,69.83068673486218,0.4003217610069463,-0.4003217610069463,True,0.576863304135944,0.20102726649073008,65.15166330577411,0.3758360376452139,True,2.878211264965012,6.5569190423972055,-3.6787077774321935,-127.81229169002339,0.6831427216529846,0.8090078830718994,0.6148284077644348,0.7281070351600647
